anchor1_dist,anchor2_dist,anchor3_dist,smartphone_x,smartphone_y,smartphone_z
9.61201413421608,9.606368479035721,5.8270497371371475,5.049512887098612,8.05957528781892,1.9024423680862363
9.364504564793432,9.555461424326209,5.584657117613012,4.82815174453565,7.896359109099955,1.856128162841601
9.568701737746268,9.813788280659104,5.553347514579706,4.773412980179293,8.076402028287253,2.0949643989103963
9.62063241124026,9.799481301836135,5.681790828330484,4.9122617110669635,8.100822531611605,2.0195400124872953
9.582734012777921,9.648046589829054,5.681482401470183,4.952534507877472,7.985050717062261,1.930259646222389
9.498546608202806,9.77575163373626,5.741967443430193,4.854734147057805,7.916208663223521,2.1808142530872545
9.745657913059297,9.676824033930693,5.800542476776346,5.029649960240901,8.048150557385721,2.102375932599779
9.601152762850795,9.5693276950572,5.736801305556554,5.022531579772661,7.935664067441004,2.0146335308695202
9.707119173984976,9.803787800142004,5.604328838701867,4.862918493965571,8.166212597082536,1.9375546960837673
9.63827105497003,9.679052955586888,5.875290299520145,5.0934056121412725,8.03412486418901,2.1245994529157786
9.61115119858632,9.602317719442759,5.738508641200971,5.024546340259241,7.907318292730235,1.9480877224366313
9.613632229770277,9.620832816897506,5.802434220442628,5.018099713945716,8.010165550284352,1.9982969101747847
9.72604514504388,9.501001918037169,5.9404358650297215,5.181482990359735,8.026759754359324,2.092248585773058
9.67636259039521,9.632011168471282,5.68769664030897,5.0594203205619515,8.06536226029135,1.8844658725367516
9.654933326781778,9.640785943333182,5.696055609909158,5.014532825789085,8.003088132105818,1.956155740602361
9.675784285763525,9.596739039732324,5.614540682786269,4.974918760919329,8.031864357412914,1.8559910279891685
9.83412545756332,9.98608470417459,5.639202965671465,4.923027701839785,8.228299572629783,2.0979421653617267
9.604486605169166,9.565558804323405,5.669114883759616,4.931315852648969,7.930675870538074,1.9439107554558206
9.741024889516893,9.769972606751846,5.649025401984815,4.953809557389561,8.15846135488026,2.044768765738969
9.545209448962634,9.588353464814727,5.8120843656822565,5.025265154468699,7.824302211985375,2.0959553643005426
9.662342471510552,9.616087941598707,5.734413462873034,4.969189384633469,7.921069040889289,2.0689174230359693
9.555691821159659,9.538314371301679,5.8147268544043085,5.035644677701658,7.85916579611092,1.9839979493002469
9.529813159723737,9.562111470619902,5.734637903605763,4.943177806320155,7.898101622491616,2.162582259180769
9.533182895479703,9.718518387134479,5.821688271387621,4.964007549887824,7.925264880294533,2.1963909417042387
9.657216791484032,9.667861678882652,5.807333263683066,4.991512801069076,7.965689291029103,2.0770511124525584
9.688249681364098,9.675900687312408,5.761233804743569,4.986477743713116,8.076461359022531,2.0412333262982507
9.733639569237614,9.92518371431996,5.571122365246351,4.853245902801,8.277491609439911,1.8313637952379596
9.488245869358364,9.517980671962155,5.866920882834109,5.020660473005111,7.8789440905744925,1.9442013430233367
9.61062086970933,9.55651341009243,5.697118502635454,4.9829876424237804,8.015838953679653,2.016502529021094
9.758406535288906,9.7266980747733,5.674964865649771,5.041955639592526,8.083149933400176,2.0290565036918533
9.590026383296959,9.708555557502665,5.498235850874358,4.864431230417319,8.063944972306649,1.8456270574521603
9.70740425645947,9.515845156700603,5.8758628311430465,5.198674437794649,8.061746816955663,1.8453454824504092
9.520123372589008,9.67714883290993,5.616853990504837,4.901541265268825,8.016248510984337,1.903505052710519
9.672184969932555,9.73105651488987,5.609386290003899,4.958452482766186,8.132280874386682,1.9318995977592255
9.623618388511087,9.57746159324862,5.731199075051538,4.9381884249423225,7.944823303877037,2.0215928609316682
9.679412505077245,9.666042742243375,5.708562979519256,4.979293693374349,7.986412810034491,2.1685593321516587
9.64091513449431,9.424421308046908,5.859107678552262,5.110823672162543,7.853156394444191,1.959564862349556
9.811260455583396,9.77685408339676,5.712971680813529,5.031417989528938,8.16595660663271,1.9869214477921182
9.442346139566359,9.47628424757836,5.747415848530216,4.978709666136759,7.845226289058219,1.91264240194985
9.707738938107319,9.675563510189352,5.703280100041891,4.985643423618646,8.069620932161389,1.9751191500436185
9.659248925185159,9.834757919501518,5.659717139101217,4.892668180122416,8.018523288049876,2.04171003628707
9.641578770910376,9.677775988806891,5.839802311676803,4.994636543344087,7.995485906847547,1.9389377488564643
9.555543764418152,9.638076849635828,5.653280321732683,4.849416151977301,7.963403109818677,2.061408116329186
9.697602659880134,9.571316302162636,5.764383797718043,5.038713576368725,8.04302038195063,1.9723571535796387
9.440137022831957,9.62291384458771,5.781923644498642,4.8783807650777495,7.881303517352153,2.1236988731149324
9.505540272581486,9.630113668025222,5.662632206826016,4.905966573352255,7.912451370550213,1.862000596301852
9.559727022913284,9.622448539184491,5.705623672311757,4.952768807389936,7.918187354855447,1.9098933438917065
9.831148443379401,9.816258532311391,5.7241602612554665,4.987380122411716,8.215494947255289,2.1395185427602312
9.709418684330531,9.742831567232194,5.580548963717627,4.869359446813407,8.169486203373012,1.942018342197195
9.65896812013705,9.562844986669454,5.849992981060327,5.112144469167175,7.996017580403642,2.1175170070245195
9.818327684929189,9.579290233475126,5.74067494211741,5.057639339834368,8.099856720862588,1.9500538439396178
9.784394953894838,9.700864824069319,5.679204727351137,5.02223405940548,8.110961691242029,1.9510327859889722
9.619199758738782,9.64385769567733,5.728753132647789,4.905876442417423,7.957037478731912,2.033576575718208
9.571109757809278,9.52048844224631,5.948612233271262,5.123840273375889,7.86997101467666,2.0836969029461403
9.591095635328065,9.61289518856291,5.767706889960236,5.048728320359891,8.01088710460308,2.042116883745796
9.39966959826778,9.453884551762897,5.66904378447739,4.925433651840999,7.830262687371833,2.0731774638874185
9.741457554588907,9.71613653493666,5.797445383935523,4.965467881609559,8.09554213637132,2.163885069001155
9.368536347523749,9.578917093179617,5.679044301771638,4.801683946685175,7.806777678041658,1.9845045717424372
9.814762653279605,9.68584415776852,5.737640287880971,5.100204414668005,8.110124253605198,1.8149539193532676
9.71033381217538,9.7208164772969,5.533189095248385,4.919751101715967,8.060734439124877,2.0605599804257517
9.676254998865348,9.570082678055366,5.728582138564708,5.043237786266383,8.030126656277682,1.9646874924320692
9.66097974349136,9.67888709120329,5.710684406662404,5.008011955332148,8.025229028806745,1.9001895239657405
9.794684675181445,9.727142138485119,5.840275255579417,5.12545802805201,8.14338767990237,1.9649732145308778
9.664779562834768,9.664126687099968,5.722296887266832,4.977021258198058,7.980167462549233,2.044365337830702
9.457143646156645,9.556100912871791,5.82698401177441,5.041996020271119,7.803746788511511,1.970142550864889
9.525995689591037,9.600167075999494,5.582963538166699,4.878902168103202,7.946748868168904,2.045639142800539
9.541169765576038,9.636788043499955,5.785929725080941,4.884187600724353,7.846684205718367,2.0510959571599137
9.655708765622235,9.735173132961613,5.77533362359128,5.010127747576781,8.018516932613785,1.97889682276339
9.476081662703574,9.708332285688822,5.67591960156549,4.815514847636114,7.88323724691927,2.0353174458186376
9.626213571354858,9.587636789673455,5.802502808517696,5.080597171363954,7.935122175413798,1.8564722246300174
9.77308327021736,9.713898722012063,5.698354139633269,5.042514746329867,8.105814791181352,1.8276632756098934
9.767225165800768,9.581298245531954,5.74030929675011,5.0645998141499655,8.103782598261816,1.997810651582243
9.549547432468913,9.5395055720071,5.770813781782202,4.903292385749817,7.8169851806526855,2.034654398746011
9.568763251906795,9.697340082903079,5.593733548282232,4.958512303528614,8.000766335111868,1.8394764026284207
9.624831063069713,9.512814615388873,5.69222062863039,5.021771757748948,7.982733595602838,1.9057296905473464
9.660078120597337,9.594191000333435,5.817980664492734,5.106169282331633,7.9726360245585965,2.0442234540858957
9.700188563261339,9.495244525800883,5.919939257647813,5.132531948521466,7.952099970182499,1.9956190607096385
9.874984766632295,9.77052312436605,5.7970679517834025,5.0650843569155155,8.168079659563132,1.9743664187643994
9.67351138094024,9.670914131916401,5.615821957205156,4.95156184836632,8.07553969092458,1.9799690061005906
9.810141736831762,9.783991579917922,5.6853272468344,4.980958713410883,8.166527169858586,1.9989557248148482
9.843862183648485,9.71164047479389,5.766665974546129,5.0828744478799095,8.148455154769026,2.146131419835747
9.632403744306398,9.479828890351454,5.8001773344802485,5.049202539341557,7.885398421312208,1.8962077907884263
9.584968246464742,9.614412498904379,5.784432082464991,4.960159128989491,7.933457798719843,2.023636366744424
9.57093047343101,9.578889788676378,5.612817758941013,4.917574924327897,8.007723632719706,1.9481112436900874
9.89268395936497,9.634757268685577,5.993807968490584,5.204519614678423,8.045640711604685,2.1510397480631975
9.580876509763517,9.56770843345514,5.7838312961715435,4.957102874140935,7.91968141271598,1.977574338677049
9.478971958339594,9.570987776166149,5.524056546840508,4.849895298890528,7.977791048593734,1.8524650745480895
9.843667717884994,9.716407685534763,5.763160142782846,5.175828244027523,8.192959097261474,1.9831918986503378
9.641104225056104,9.696136496251317,5.710755380082703,4.986204617324549,8.02639288526,1.9737872999957535
9.79227941685611,9.853227661524793,5.529368911224758,4.9077231653771,8.223641691241664,1.790656137749444
9.707627778921564,9.686644708352693,5.618609491918435,5.023139676147506,8.121175883869709,1.819402035329347
9.579542028844191,9.622783506959568,5.838102888965071,5.05255989261536,7.921810072486939,1.9976587642365817
9.525779322757773,9.566963979214076,5.720493660057905,4.982671691887424,7.952362653373726,1.91595859882893
9.60461515661026,9.908150370091006,5.574856672388508,4.835618245501391,8.150461423061058,2.0738036135805493
9.729211251533789,9.666612464779032,5.738801338374165,5.025153778021239,8.076064330024499,1.9679982605055089
9.661334451728015,9.546788047882753,5.894537544565979,5.156764239426227,7.917131258391217,1.9919624172023824
9.602208220766604,9.534605678002794,5.844354887256599,5.1082029448918895,7.924875404320204,1.8780351803475066
9.876450982373086,9.580230564361049,5.851923522917403,5.175023394046898,8.056055356214785,2.0198236454646294
